CSI amplitudes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,state
124,18,17,16,15,13,12,12,10,9,9,9,9,9,10,10,11,11,11,11,10,12,11,12,12,10,11,11,11,11,12,11,11,11,11,10,11,13,12,12,12,14,13,13,14,15,14,16,15,17,17,18,19,0
125,18,16,14,14,14,11,11,9,9,8,10,10,10,10,11,11,11,11,12,11,12,11,11,11,11,11,11,11,11,11,12,12,12,11,12,12,13,13,13,13,12,13,14,13,14,15,16,15,16,17,17,20,0
126,14,14,13,13,11,10,9,8,9,7,8,8,8,8,9,9,11,9,10,10,10,9,9,10,10,9,10,9,10,10,10,11,10,11,9,9,11,11,11,11,11,11,11,13,12,12,13,13,14,16,16,15,0
127,16,14,14,13,12,10,10,9,9,9,8,8,10,9,10,11,10,11,11,11,11,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,12,13,13,13,13,14,15,16,16,17,0
128,15,14,14,13,12,11,10,9,9,9,9,9,10,10,11,10,11,11,11,11,12,11,11,11,11,11,11,11,10,11,11,12,11,12,11,11,11,11,11,11,13,12,12,13,13,13,15,16,16,15,17,17,0
129,40,40,36,37,29,26,29,27,26,22,24,26,25,25,28,31,30,23,26,30,31,30,25,26,31,28,28,31,28,23,25,30,33,30,24,36,30,33,33,35,30,34,36,38,35,37,36,42,42,42,43,42,0
130,18,17,17,16,15,13,13,12,12,11,12,13,13,13,14,14,14,14,14,14,15,14,13,14,14,14,13,14,14,13,13,13,13,13,14,13,14,13,14,14,14,15,15,14,15,15,16,16,17,18,18,18,0
131,19,19,18,16,15,14,13,13,13,13,13,13,13,14,15,15,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,13,14,13,14,14,13,14,14,13,14,14,14,16,16,16,16,16,17,18,19,19,0
132,18,17,15,16,13,14,13,13,12,12,12,13,13,13,13,13,13,13,14,13,14,13,13,13,13,13,13,13,13,12,12,12,12,13,15,14,13,12,13,13,13,14,13,14,14,14,15,15,16,16,17,18,0
133,16,16,14,15,14,13,11,10,11,10,11,11,12,12,12,12,12,12,12,13,13,12,12,12,12,11,10,11,11,10,11,10,12,11,10,11,11,11,11,11,11,12,12,12,13,13,14,13,14,15,15,16,0
134,18,18,17,16,15,14,12,13,12,12,13,12,13,14,14,14,14,13,15,14,14,14,12,13,13,13,12,13,13,12,12,13,13,12,13,13,12,12,13,13,12,14,14,14,14,14,15,16,16,17,18,18,0
135,20,19,18,18,17,17,14,14,13,13,14,14,14,14,15,15,15,15,15,14,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,13,14,14,14,15,14,15,16,16,17,17,17,18,19,19,0
136,21,19,19,18,17,17,15,14,13,13,13,13,13,13,14,14,14,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,12,15,14,14,13,13,14,14,14,15,15,14,17,17,16,17,17,19,19,0
137,21,20,19,18,17,16,15,14,14,14,14,14,14,15,14,15,15,14,15,15,15,15,14,15,14,14,14,13,13,13,14,13,14,14,13,14,13,13,14,14,15,16,15,16,16,16,17,17,17,18,19,20,0
138,20,19,18,18,16,15,14,14,14,13,13,14,13,14,14,13,15,13,14,14,14,13,13,13,13,13,13,13,13,12,13,13,13,12,12,12,12,13,13,14,14,14,14,14,14,14,15,16,16,17,17,19,0
139,20,18,17,17,16,15,14,13,13,13,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,14,13,14,14,15,14,15,16,17,16,18,17,18,0
140,22,21,19,18,17,16,15,15,15,13,14,14,14,15,15,14,14,14,14,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,14,14,14,14,15,16,14,16,16,16,17,18,17,18,19,20,0
141,26,25,24,21,22,19,19,17,17,16,17,17,17,17,17,17,18,17,18,18,18,17,17,17,16,17,17,17,17,16,16,16,16,17,16,17,16,16,16,16,17,18,18,19,20,19,21,21,22,23,23,24,0
142,22,21,20,18,19,17,16,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,14,14,14,14,13,14,14,14,14,14,13,14,14,14,15,14,16,16,16,16,16,17,17,18,19,19,21,21,0
143,22,22,19,19,17,16,14,14,14,13,14,13,13,13,14,15,14,12,15,13,14,14,14,12,13,13,13,13,14,14,14,14,13,13,13,13,14,15,14,15,15,15,15,17,16,16,18,18,18,20,21,22,0
144,21,20,19,18,18,16,15,15,13,13,14,13,14,14,14,14,14,14,14,14,14,14,13,14,14,13,13,13,14,12,14,13,13,13,14,14,14,14,14,14,15,15,15,16,16,16,17,17,18,19,19,20,0
145,21,21,20,19,18,16,16,13,14,13,13,13,14,14,14,14,14,14,14,14,14,13,13,14,13,14,14,14,13,14,14,14,13,14,14,14,15,14,14,14,16,16,16,17,17,17,17,18,20,19,21,21,0
146,24,24,23,22,20,19,17,17,15,15,15,15,16,16,16,16,17,16,17,16,16,15,16,16,16,15,16,15,16,15,16,16,16,16,14,14,16,17,17,18,17,18,18,19,20,20,21,21,23,23,23,24,0
147,21,20,19,18,17,16,14,14,13,11,13,13,12,12,13,13,13,12,13,13,14,13,13,13,13,12,12,13,13,13,13,13,14,13,13,13,14,14,14,14,15,16,17,16,16,16,18,18,19,20,19,21,0
148,19,20,16,16,15,14,13,12,11,11,11,11,11,12,12,11,12,11,12,12,12,12,11,12,12,12,11,11,12,11,12,12,12,12,12,12,12,13,13,15,14,15,14,15,15,15,17,17,17,18,19,19,0
149,20,20,18,18,16,15,14,13,12,12,11,11,12,12,12,12,12,12,13,13,13,12,12,12,13,12,12,12,12,12,13,13,13,13,13,13,13,14,14,15,14,16,15,16,16,16,17,18,18,19,19,20,0
150,21,20,18,18,16,15,14,14,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,14,14,14,14,14,13,15,16,15,16,14,16,16,17,17,17,18,18,20,18,19,20,21,23,0
151,18,18,16,16,14,13,11,11,11,10,10,9,10,9,11,11,11,10,12,12,12,12,10,12,11,11,11,11,11,11,12,12,12,12,12,12,13,13,14,14,13,15,15,15,15,15,16,17,17,18,18,19,0
152,19,18,16,16,15,14,13,11,11,11,11,11,11,11,11,11,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,13,12,13,13,13,14,14,13,14,14,15,15,16,16,16,17,17,18,19,19,19,0
153,18,17,17,16,15,14,13,11,11,10,10,11,10,11,11,12,11,12,12,12,12,12,11,12,12,11,12,12,12,13,13,13,13,13,11,13,13,13,13,14,14,14,16,15,15,17,17,16,18,21,17,19,0
154,18,16,16,15,14,13,12,10,9,9,9,9,9,9,10,11,10,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,13,13,13,13,15,14,15,15,16,16,17,18,18,18,0
155,19,18,16,16,15,13,12,10,10,9,9,10,9,10,9,9,10,11,11,12,12,11,11,11,12,11,11,11,11,11,11,11,12,12,11,14,15,13,13,13,14,15,14,16,16,16,17,17,17,19,18,20,0
156,18,17,16,16,15,13,11,10,9,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,12,11,11,11,12,12,12,12,12,12,12,14,14,14,15,15,15,16,16,16,16,16,18,17,19,18,20,0
157,18,16,16,15,13,12,11,9,9,8,8,7,8,8,8,9,9,9,10,11,10,11,10,10,10,10,11,11,11,11,12,12,12,12,13,13,12,14,13,14,15,15,15,16,16,16,17,18,18,19,20,21,0
158,18,18,16,16,14,13,11,11,10,9,8,8,8,9,10,11,10,9,11,11,12,11,11,11,11,12,11,11,11,11,12,12,13,13,14,13,12,13,14,14,14,15,16,17,17,17,17,18,19,19,22,21,0
159,18,18,16,15,14,12,11,9,9,8,8,7,8,8,9,9,10,11,11,10,10,10,11,11,11,11,11,10,11,11,12,12,12,12,12,13,13,13,14,14,14,16,15,16,17,17,18,18,19,20,20,21,0
160,17,15,15,13,13,11,10,9,8,7,7,7,7,7,8,8,8,9,9,9,10,9,10,9,9,9,10,9,10,10,11,11,10,11,11,10,12,12,12,13,13,14,14,14,14,15,16,16,17,18,18,19,0
161,16,16,15,14,13,11,10,9,7,8,7,7,8,8,8,9,8,10,9,10,10,10,10,10,10,9,10,11,10,12,12,12,13,12,12,13,14,14,14,14,15,15,15,15,17,16,17,17,19,18,19,22,0
162,16,16,15,13,13,11,9,9,8,7,7,7,7,8,9,9,9,9,10,10,10,10,9,10,10,10,10,11,11,11,12,13,13,13,13,13,14,14,15,15,15,16,16,17,16,17,19,20,21,20,20,21,0
163,15,15,13,13,12,10,9,8,8,7,7,8,8,8,8,9,9,9,10,9,9,9,9,9,10,10,10,11,11,11,11,11,12,11,12,12,13,13,13,13,14,14,14,16,16,16,17,17,18,18,20,20,0
164,15,14,12,12,10,9,8,8,6,6,7,7,7,8,8,8,9,9,9,10,10,9,9,10,10,10,10,10,11,10,11,11,11,12,11,13,13,13,14,14,14,15,16,16,17,17,18,18,19,20,19,21,0
165,17,15,14,13,12,11,9,7,9,8,8,8,8,8,9,9,9,10,10,10,10,10,10,10,10,11,10,11,11,11,11,12,12,12,13,12,13,14,14,15,15,16,16,17,16,16,18,18,20,20,20,21,0
166,15,15,13,12,12,9,9,8,7,7,7,8,8,9,9,9,9,9,10,10,10,10,9,10,10,10,10,11,12,10,12,13,13,13,13,13,13,14,15,15,15,16,16,17,17,17,18,18,20,20,20,22,0
167,16,15,14,13,12,11,10,9,9,9,9,9,9,10,10,11,11,10,11,11,12,11,11,12,12,12,12,13,13,14,14,14,14,14,15,15,15,15,16,16,16,17,17,18,19,19,20,21,21,22,23,23,0
168,15,14,13,13,12,11,9,9,9,8,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,11,13,13,13,13,13,13,14,15,15,16,15,16,16,16,17,17,18,19,20,21,21,21,0
169,14,13,13,12,11,10,9,8,8,8,8,8,9,9,9,9,9,9,10,10,11,11,10,11,11,9,10,11,11,10,11,12,13,12,13,12,13,13,13,14,14,15,16,16,17,16,17,18,18,19,18,20,0
170,17,15,14,13,12,11,10,10,9,9,9,9,9,10,11,11,11,11,11,11,11,12,11,11,12,11,11,13,12,13,13,13,14,14,13,14,15,15,14,16,16,16,16,16,18,18,18,19,20,21,20,21,0
171,16,16,14,13,12,12,11,10,10,9,9,9,10,10,11,10,11,10,11,11,12,12,11,11,13,12,12,12,13,12,13,13,14,14,14,14,14,15,15,16,15,16,16,17,17,17,18,19,19,20,20,21,0
172,14,13,12,11,11,9,9,7,7,7,7,7,8,8,8,9,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,12,11,11,13,13,13,13,13,14,13,15,13,14,15,16,17,17,17,18,17,0
173,16,14,13,14,12,9,9,9,9,8,9,8,9,9,9,10,10,11,11,11,10,11,11,11,11,12,12,11,12,12,12,13,13,13,12,14,14,13,15,15,14,16,16,16,16,17,18,18,19,21,20,19,0
174,13,14,13,12,11,11,9,8,8,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,13,12,13,13,14,14,15,14,15,15,16,16,16,17,17,18,0
175,15,14,13,13,11,10,10,9,8,8,8,8,8,9,9,9,10,10,10,10,11,10,11,11,11,11,11,11,12,12,12,12,12,13,13,13,14,14,14,14,15,15,16,16,17,16,17,17,18,18,20,20,0
176,13,12,11,11,10,9,9,7,7,7,6,7,7,8,8,8,8,9,9,10,10,10,9,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,13,13,13,14,15,14,15,15,15,16,17,17,18,18,0
177,12,12,11,10,9,8,8,7,6,6,6,6,6,7,8,8,8,8,9,9,9,9,9,9,10,9,10,10,11,10,11,11,11,11,12,11,12,12,13,13,12,13,14,14,13,13,15,15,16,16,17,17,0
178,13,12,11,10,10,9,8,7,6,7,7,7,6,7,8,8,8,9,9,10,9,10,10,11,10,10,11,11,11,11,12,12,12,12,12,13,13,13,13,13,14,13,15,15,16,16,16,16,17,18,17,18,0
179,12,11,11,10,9,8,8,6,6,5,5,6,6,7,7,8,8,9,8,9,9,9,9,10,10,10,10,11,11,10,11,11,11,11,11,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,16,17,0
180,13,13,12,11,9,9,8,7,6,6,6,7,8,8,8,8,9,9,9,9,9,10,11,10,11,11,12,11,12,12,13,13,13,13,13,14,14,14,14,14,15,16,15,16,16,17,16,16,17,17,18,19,0
181,12,11,10,9,8,8,6,6,6,6,6,6,7,7,8,8,9,9,10,10,10,10,10,11,10,11,10,11,11,10,11,12,12,12,12,12,12,13,13,14,13,14,14,14,15,14,15,15,15,16,16,17,0
182,13,12,11,11,10,8,8,8,7,8,8,9,9,9,9,10,10,11,11,11,11,11,12,12,13,12,13,13,13,13,13,13,14,14,15,13,15,14,14,13,16,15,16,15,16,16,16,17,18,17,18,19,0
183,13,13,12,11,10,9,7,7,7,7,7,8,9,9,10,9,10,11,11,12,11,11,11,13,12,12,12,13,12,12,12,13,13,13,13,14,15,14,15,14,15,14,16,15,16,16,16,17,17,17,17,18,0
184,12,11,10,10,9,8,7,6,6,6,7,7,6,8,8,8,9,9,10,11,11,11,11,11,11,11,11,11,11,12,11,12,12,13,12,12,14,12,14,14,14,14,15,14,14,14,14,15,16,16,17,17,0
185,12,11,11,10,9,8,7,6,6,6,7,7,8,8,9,9,9,10,11,11,11,11,10,11,11,11,11,12,12,11,12,13,12,13,12,12,13,13,13,14,13,14,14,14,15,15,15,15,15,16,16,17,0
186,13,12,11,11,10,9,8,7,8,7,8,8,9,9,10,10,11,11,11,11,12,11,11,12,12,12,12,12,12,12,12,13,13,13,12,12,13,13,14,14,14,14,14,15,15,14,16,16,14,16,17,17,0
187,13,12,11,10,9,8,8,7,7,7,7,8,8,9,9,9,10,10,11,11,11,11,11,11,11,11,11,12,12,11,12,12,13,12,12,12,13,12,13,13,12,13,14,14,13,13,14,14,14,16,16,16,0
188,13,12,11,10,10,9,8,7,8,8,8,8,9,9,11,11,11,11,11,11,12,11,12,12,11,12,12,12,12,12,12,13,13,13,13,13,13,13,13,14,13,13,14,14,14,14,15,14,15,16,16,16,0
189,12,12,11,11,10,9,7,8,8,8,8,8,9,9,9,10,9,10,11,11,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,13,12,12,13,13,12,13,13,13,14,15,14,12,15,15,17,12,0
190,13,13,12,12,9,10,8,9,8,7,8,8,9,9,10,10,11,11,11,11,11,11,11,12,12,12,12,11,12,12,13,12,12,12,12,13,12,12,13,13,13,13,13,14,13,13,14,14,14,14,16,15,0
191,14,14,13,13,12,10,10,9,9,10,11,10,10,11,12,12,13,13,14,14,13,13,14,13,14,14,13,13,14,14,14,15,15,14,14,14,14,14,14,16,15,17,16,17,16,17,17,17,17,17,17,18,0
192,15,14,13,13,11,11,9,10,10,9,10,10,12,12,12,13,13,13,14,14,14,14,13,13,14,14,15,14,14,15,15,14,13,15,13,14,16,15,15,16,15,16,16,17,16,16,16,17,17,17,18,18,0
193,12,12,11,11,9,9,8,8,7,8,9,9,9,10,10,10,10,10,11,11,11,12,11,12,11,12,12,11,12,11,11,12,12,11,13,13,13,12,12,13,13,14,13,13,14,13,14,14,14,14,14,14,0
194,13,13,12,11,10,9,9,8,8,8,8,8,9,9,10,10,10,10,12,12,12,12,11,12,12,12,11,13,13,12,12,13,13,12,12,13,13,13,13,13,13,14,14,13,14,13,14,14,14,15,15,15,0
195,14,13,12,12,11,9,9,9,9,9,9,9,10,10,10,11,11,12,12,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,14,14,13,13,14,14,14,15,14,14,15,15,15,15,16,16,16,0
196,16,16,14,13,12,12,11,10,9,10,10,10,11,11,12,13,13,13,14,14,14,14,13,15,15,15,14,14,15,14,15,15,15,15,14,15,15,15,15,16,15,16,16,16,16,16,17,17,17,17,17,17,0
197,13,12,12,11,9,9,8,7,7,8,8,8,8,9,9,10,10,10,11,11,11,12,11,12,12,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14,15,14,0
198,14,13,12,12,11,10,9,9,8,9,8,8,9,10,11,11,11,11,11,12,12,13,12,12,12,13,13,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,13,14,15,14,15,14,14,14,15,16,0
199,14,13,13,12,11,10,10,9,9,9,10,10,10,11,11,13,11,12,13,13,13,13,13,13,14,14,13,13,13,13,14,14,14,14,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,0
200,14,13,12,12,11,10,9,9,8,9,9,9,10,10,11,11,11,11,13,13,13,13,12,13,13,13,12,13,13,13,13,14,13,13,13,13,14,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,0
201,13,15,15,13,11,10,9,11,9,10,10,11,11,11,13,13,13,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,15,14,13,15,14,14,15,16,15,16,16,16,16,16,16,16,16,17,18,0
202,14,14,13,13,12,10,10,10,10,9,10,10,10,11,11,12,12,12,12,13,13,14,13,14,14,13,13,13,13,14,13,13,13,14,13,14,14,14,13,14,15,15,15,15,15,15,15,15,16,16,16,16,0
203,16,16,16,14,14,12,12,12,10,12,12,12,12,13,14,14,14,14,14,15,15,15,15,16,16,16,15,16,15,16,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,17,18,0
204,15,14,14,13,12,11,11,10,11,10,11,10,11,11,12,13,13,13,13,14,14,14,14,14,14,14,13,14,14,13,14,14,14,14,14,14,14,14,15,14,15,15,16,15,15,15,16,16,16,17,16,16,0
205,14,13,12,12,11,9,9,9,9,8,9,9,10,11,11,11,11,12,12,12,13,13,12,12,13,13,12,13,12,12,12,13,13,12,12,13,13,13,13,13,13,13,14,14,14,13,14,15,15,15,15,15,0
206,16,16,14,14,14,13,11,11,11,11,11,11,12,12,14,14,14,14,14,15,15,15,16,15,15,16,15,15,15,15,15,15,15,15,15,15,16,16,15,16,16,16,16,16,17,16,17,16,17,18,17,18,0
207,14,13,14,11,11,10,10,10,9,10,10,10,11,11,11,12,12,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,0
208,15,14,13,13,11,11,11,11,10,11,11,11,12,11,12,13,13,13,14,14,14,14,14,15,15,14,14,13,14,13,14,14,14,13,13,13,14,15,14,15,14,16,16,16,16,16,16,16,16,16,16,17,0
209,15,14,14,13,12,11,11,10,11,10,10,11,12,13,13,14,13,12,15,16,16,13,13,14,14,16,14,14,14,15,13,15,14,14,13,14,14,15,16,15,16,14,16,16,16,16,16,16,16,17,17,17,0
210,14,13,13,13,11,11,11,10,10,10,10,10,11,12,12,13,13,13,13,13,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,14,14,14,14,14,14,15,15,15,15,14,16,14,15,15,16,16,0
211,14,13,12,11,11,10,10,9,9,9,9,9,10,11,11,12,12,13,13,12,13,13,13,13,13,13,12,13,12,13,12,13,13,12,12,13,13,13,13,13,14,13,14,14,14,14,14,14,15,15,15,15,0
212,14,14,12,13,13,12,11,11,10,9,11,11,11,11,12,13,11,12,14,14,13,13,13,13,14,13,13,13,14,12,14,14,14,13,12,16,14,14,14,14,14,15,14,15,15,15,15,15,15,15,16,16,0
213,15,14,12,13,12,12,11,9,10,10,11,11,11,11,13,12,14,13,14,14,14,14,13,14,15,13,14,13,13,13,15,14,14,14,13,13,14,14,14,15,14,16,14,16,15,16,16,17,14,17,17,17,0
214,12,11,11,9,10,10,8,8,8,9,9,9,9,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,14,14,14,14,14,14,0
215,13,13,12,11,10,11,10,9,9,10,11,11,11,12,12,12,13,13,13,13,13,14,13,13,13,14,13,13,14,13,13,13,13,14,14,12,14,14,16,15,14,14,15,15,15,15,15,15,15,16,15,16,0
216,13,13,11,11,11,10,9,9,8,9,10,10,11,11,11,12,12,12,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,14,15,14,15,15,15,15,15,15,16,16,16,0
217,14,13,13,12,10,11,10,10,10,10,11,11,11,12,12,14,13,13,14,14,14,13,13,14,14,14,14,14,14,14,13,14,14,14,14,14,14,15,14,16,15,15,15,15,16,15,16,16,16,16,16,17,0
218,13,13,12,11,11,10,10,9,9,9,10,11,11,12,12,12,12,12,13,13,13,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,0
219,14,13,12,11,11,11,9,10,9,10,10,11,11,12,12,12,13,13,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,17,16,17,17,0
220,13,13,12,12,10,10,9,9,9,10,10,10,12,13,13,13,13,13,14,15,14,15,14,15,15,15,15,14,14,14,14,14,14,15,15,14,15,15,15,16,15,16,15,16,15,15,16,15,15,16,17,16,0
221,13,11,11,10,10,9,8,9,8,8,9,9,10,10,11,11,11,11,12,12,12,13,12,13,13,12,12,12,13,13,12,13,12,12,14,14,12,14,14,14,14,14,15,14,14,14,14,14,15,14,15,15,0
222,14,12,9,13,9,11,10,8,9,10,10,10,12,11,13,13,13,13,13,14,14,13,14,13,13,14,13,13,13,14,13,14,13,12,14,13,14,14,15,14,14,15,15,15,15,15,16,15,16,16,16,16,0
223,13,12,11,11,11,9,9,10,11,11,11,11,12,12,12,13,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,15,14,15,15,16,16,16,16,16,16,17,16,16,16,17,17,0
224,13,13,12,12,11,11,9,10,10,11,11,12,12,13,14,13,14,14,14,15,14,14,14,14,16,15,14,14,15,15,15,15,16,16,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,0
225,12,12,11,11,10,10,9,10,10,10,10,11,12,13,13,13,13,13,14,14,14,14,14,14,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,0
226,11,11,8,11,11,9,9,9,9,9,9,10,11,11,12,13,13,12,14,13,13,13,13,13,13,13,13,13,14,12,13,13,13,13,12,14,14,14,13,15,15,15,14,16,16,15,16,15,15,16,16,16,0
227,15,12,13,12,12,12,11,11,11,13,12,13,14,14,15,16,16,16,17,16,17,16,16,16,16,17,17,17,17,16,16,17,17,17,19,18,18,18,18,18,18,19,18,19,19,19,19,20,19,20,22,21,0
228,13,13,13,12,11,11,11,11,11,10,12,12,13,13,13,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,18,17,18,18,18,18,17,18,18,19,19,0
229,12,12,11,11,10,10,10,10,10,10,11,11,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,17,16,17,16,17,17,17,17,0
230,12,11,10,11,10,9,10,10,9,10,11,11,12,12,13,13,13,14,13,14,14,14,14,14,13,13,13,13,14,13,14,14,14,13,15,15,15,15,15,16,16,16,16,16,16,16,17,16,16,16,17,17,0
231,12,12,10,10,10,9,9,9,9,10,10,10,12,12,13,12,13,13,13,14,14,14,13,14,14,14,14,14,14,13,14,14,14,14,14,14,15,15,15,15,15,16,15,15,16,16,16,16,16,16,17,17,0
232,12,11,11,11,10,10,10,9,10,11,11,12,12,13,13,14,14,14,14,15,15,14,14,14,14,14,14,15,14,14,14,15,15,14,15,15,15,15,15,16,16,16,17,16,16,16,17,17,17,17,17,17,0
233,13,13,14,12,12,11,11,11,11,12,12,13,13,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,15,16,15,16,15,17,18,17,17,17,17,17,17,18,18,18,19,18,18,18,19,19,19,19,0
234,11,12,11,11,10,10,9,9,9,10,11,10,12,13,12,13,13,14,13,14,14,14,13,13,14,13,13,14,14,13,13,14,15,13,14,15,13,14,15,16,15,15,16,16,16,16,16,16,16,16,16,16,0
235,12,12,11,10,11,10,8,9,10,10,11,11,12,12,12,12,12,13,13,13,13,13,14,13,14,13,13,14,13,14,13,14,13,13,15,14,14,15,14,15,15,15,16,15,16,17,16,16,16,15,16,17,0
236,12,11,11,10,10,9,9,9,9,10,11,11,11,12,12,13,13,13,14,14,14,14,14,13,13,13,13,14,13,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,17,16,17,16,17,17,0
237,13,11,11,10,10,10,10,10,11,11,11,12,12,13,13,14,14,14,15,15,15,15,14,15,15,14,14,14,15,14,15,15,15,15,15,15,15,15,16,16,16,16,17,16,16,17,17,17,17,17,17,18,0
238,12,11,11,10,9,10,9,9,10,11,12,12,12,13,14,14,14,13,15,13,14,14,13,14,13,14,13,14,15,14,14,14,14,14,14,15,16,15,16,16,15,16,17,17,16,17,17,16,17,17,17,18,0
239,13,12,12,12,11,11,11,11,11,12,12,13,13,14,15,14,15,14,16,16,16,15,15,15,15,16,15,15,16,15,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,18,18,19,19,0
240,12,11,10,10,10,10,10,9,10,10,10,11,12,12,12,13,13,13,14,14,14,13,14,14,14,14,13,14,14,14,13,14,13,14,15,15,14,15,15,15,15,16,16,16,16,15,16,16,17,16,17,17,0
241,12,12,11,11,10,10,10,11,11,11,11,13,13,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,17,16,17,17,17,17,16,17,17,17,17,18,18,0
242,12,10,10,10,10,9,9,9,9,9,11,12,12,12,13,13,13,13,13,13,14,13,13,13,13,14,13,14,13,13,13,13,14,14,14,14,14,15,15,15,14,14,16,15,15,15,16,16,15,16,17,17,0
243,12,11,11,11,11,10,11,10,11,11,12,12,12,13,14,15,14,15,15,15,15,16,15,14,14,15,15,14,14,14,14,15,15,16,16,16,16,16,15,16,16,17,16,17,16,17,18,16,17,18,18,18,0
244,11,12,11,11,10,11,10,10,10,11,12,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,16,16,16,16,16,17,16,16,17,16,17,17,18,18,0
245,14,13,13,13,12,11,11,11,11,12,13,13,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,17,16,16,17,17,17,17,17,18,17,18,18,18,18,18,19,19,19,19,0
246,11,11,10,10,9,9,9,10,10,10,11,12,12,13,14,13,13,13,14,14,14,14,13,14,14,14,13,13,14,13,13,14,14,14,13,14,14,14,14,15,14,15,15,15,16,15,15,16,16,16,16,17,0
247,14,12,12,12,11,10,10,11,11,11,12,12,13,14,14,14,15,15,16,16,16,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,16,16,16,16,16,17,17,17,17,16,17,17,17,18,18,18,0
248,13,13,11,11,12,10,11,10,10,10,11,12,12,14,14,14,15,14,14,15,15,15,14,16,15,15,15,15,15,14,15,15,14,13,15,16,16,15,15,15,17,17,17,17,17,16,17,17,17,17,18,19,0
249,14,14,13,13,12,12,12,12,12,12,13,13,14,15,16,16,16,17,17,17,17,17,16,17,17,17,17,16,16,16,17,17,17,17,17,17,17,18,17,18,18,18,18,18,19,18,19,19,19,20,20,20,0
250,13,13,13,13,13,11,11,12,11,12,12,13,14,14,15,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,18,14,17,16,17,16,16,17,17,18,17,18,17,18,18,19,18,18,19,0
251,13,12,12,12,11,10,10,10,10,11,11,12,12,14,13,14,14,14,15,14,15,15,15,15,15,14,15,15,14,14,14,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,17,16,17,17,17,17,0
